URL,Status,Note
http://localhost:8000/assets/fonts/co3smX5slCNuHLi8bLeY9MK7whWMhyjYrGFEsdtdc62E6zd58jDOjw.ttf,200,
http://localhost:8000/assets/fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuLyfMZg.ttf,200,
http://localhost:8000/assets/fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuOKfMZg.ttf,200,
http://localhost:8000/assets/fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuI6fMZg.ttf,200,
http://localhost:8000/assets/css/preloader-cinema.css,200,
http://localhost:8000/assets/img/cards/massage.webp,200,
http://localhost:8000/assets/img/cards/atelier.webp,200,
http://localhost:8000/assets/img/cards/Santis-spa-rest-graded-clean.webp,200,
http://localhost:8000/assets/data/available-routes.json,200,
http://localhost:8000/components/navbar.html?v=1772343612599,200,
http://localhost:8000/assets/data/services.json?v=12.0&tenant=santis_hq,200,
http://localhost:8000/components/footer.html?v=1772343612600,200,
http://localhost:8000/assets/img/cards/facial.webp,200,
http://localhost:8000/assets/fonts/nuFvD-vYSZviVYUb_rj3ij__anPXJzDwcbmjWBN2PKdFvUDQ.ttf,200,
http://localhost:8000/assets/data/santis_hotels.json?v=1772343612635,200,
http://localhost:8000/assets/js/api-client.js,200,
http://localhost:8000/assets/js/language-switcher.js,200,
http://localhost:8000/assets/img/cards/skincare.webp,200,
http://localhost:8000/api/v1/gallery/slots,200,
http://localhost:8000/assets/css/vault_scarcity_v1.css,200,
http://localhost:8000/assets/css/vault_reactive_v1.css,200,
http://localhost:8000/assets/img/uploads/3d25cba61f6c4d278f998df76818ca37.webp,200,
http://localhost:8000/api/v1/crm/trace,202,
http://localhost:8000/assets/img/uploads/19e08349880f4113ad3f201772becf03.jpg,200,
http://localhost:8000/assets/img/uploads/daf528b06584462f93825f8d3f4e36d1.webp,200,
http://localhost:8000/assets/img/uploads/6ba36913c96d4523b4c0929f9818628e.webp,200,
http://localhost:8000/assets/img/uploads/00ffe68da9cc448a8d538536b5378fa0.jpg,200,
http://localhost:8000/api/v1/services,200,
http://localhost:8000/components/concierge-chat.html,200,
http://localhost:8000/tr/dunya-ritueli.html,200,
http://localhost:8000/assets/css/card-effects.css,200,
http://localhost:8000/assets/js/page-init.js,200,
http://localhost:8000/assets/img/hero-general.webp,200,
http://localhost:8000/assets/js/santis-telemetry.js,200,
http://localhost:8000/assets/data/santis_hotels.json?v=1772343614421,200,
http://localhost:8000/assets/img/cards/santis_card_shirodhara_v1.webp,200,
http://localhost:8000/assets/img/cards/santis_card_thai_v1.webp,200,
http://localhost:8000/tr/masajlar/index.html?filter=massage-asian,200,
http://localhost:8000/assets/css/category-listing.css,200,
http://localhost:8000/assets/js/pages/massages-chip-filter.js,200,
http://localhost:8000/assets/js/pages/massages-page-init.js,200,
http://localhost:8000/assets/js/pages/massages-preloader-failsafe.js,200,
http://localhost:8000/assets/js/nuclear-cards.js,200,
http://localhost:8000/assets/js/home-products.js,200,
http://localhost:8000/assets/js/card-effects.js,200,
http://localhost:8000/assets/js/booking-wizard.js,200,
http://localhost:8000/assets/fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuGKYMZg.ttf,200,
http://localhost:8000/components/navbar.html?v=1772343616046,200,
http://localhost:8000/components/footer.html?v=1772343616046,200,
http://localhost:8000/assets/data/santis_hotels.json?v=1772343616073,200,
http://localhost:8000/assets/data/home_data.json?t=1772343616250,200,
http://localhost:8000/assets/img/cards/santis_card_massage_oil_v2.webp,200,
http://localhost:8000/assets/img/cards/santis_card_deeptissue_v1.webp,200,
http://localhost:8000/assets/img/cards/santis_card_massage_lux.webp,200,
http://localhost:8000/assets/img/cards/product-oil.webp,200,
http://localhost:8000/assets/fonts/Cinzel-Regular.woff2,200,
http://localhost:8000/api/v1/predictive/telemetry-ingest,204,
http://localhost:8000/api/v1/events/batch,200,
http://localhost:8000/tr/hamam/index.html,200,
http://localhost:8000/assets/js/pages/hammam-page-init.js,200,
http://localhost:8000/components/footer.html?v=1772343617748,200,
http://localhost:8000/components/navbar.html?v=1772343617748,200,
http://localhost:8000/assets/data/santis_hotels.json?v=1772343617764,200,
http://localhost:8000/assets/data/home_data.json?t=1772343617961,200,
http://localhost:8000/assets/img/cards/santis_card_hammam_lux.webp,200,
http://localhost:8000/assets/img/cards/santis_card_foam_lux.webp,200,
http://localhost:8000/assets/img/cards/santis_card_kids_v1.webp,200,
http://localhost:8000/assets/img/cards/santis_card_hamam_scrub_v2.webp,200,
http://localhost:8000/assets/img/cards/santis_card_skincare_clay_v2.webp,200,
http://localhost:8000/tr/cilt-bakimi/index.html,200,
http://localhost:8000/assets/js/pages/chip-filter.js,200,
http://localhost:8000/assets/js/pages/nuclear-preloader.js,200,
http://localhost:8000/assets/js/pages/skincare-detail.js,200,
http://localhost:8000/components/navbar.html?v=1772343619459,200,
http://localhost:8000/components/footer.html?v=1772343619459,200,
http://localhost:8000/assets/img/cards/santis_hero_skincare_lux.webp,200,
http://localhost:8000/assets/data/santis_hotels.json?v=1772343619477,200,
http://localhost:8000/assets/data/home_data.json?t=1772343619661,200,
http://localhost:8000/assets/img/cards/product-cream.webp,200,
http://localhost:8000/assets/img/cards/santis_card_hydration_lux.webp,200,
http://localhost:8000/assets/img/cards/santis_card_skincare_detail_v2.webp,200,
http://localhost:8000/tr/urunler/index.html,200,
http://localhost:8000/assets/js/page-config.js,200,
http://localhost:8000/assets/data/settings-data.js,200,
http://localhost:8000/assets/js/pages/products-page-init.js,200,
http://localhost:8000/components/navbar.html?v=1772343624782,200,
http://localhost:8000/components/footer.html?v=1772343624782,200,
http://localhost:8000/assets/data/santis_hotels.json?v=1772343624791,200,
http://localhost:8000/assets/data/home_data.json?t=1772343624986,200,
http://localhost:8000/assets/img/cards/santis_card_couple_v1.webp,200,
http://localhost:8000/assets/img/cards/rituel-purete-classique.jpg,200,
http://localhost:8000/assets/img/cards/santis_card_skincare_lux.webp,200,
http://localhost:8000/tr/magaza/kozmetik.html,200,
http://localhost:8000/assets/js/shop.js,200,
http://localhost:8000/components/navbar.html,200,
http://localhost:8000/components/footer.html,200,
http://localhost:8000/tr/magaza/atelier.html,200,
http://localhost:8000/tr/hediye-karti/,200,
http://localhost:8000/components/footer.html?v=1772343629793,200,
http://localhost:8000/components/navbar.html?v=1772343629793,200,
http://localhost:8000/assets/data/santis_hotels.json?v=1772343629806,200,
